Name,Style,Brewery,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,ABV,Min IBU,Max IBU,number_of_reviews
Cascade Noyaux,Wild Ale,Cascade Brewing / Raccoon Lodge & Brewpub,48,47,20,6,130,209,1,164,13,5,30,4.291667,4.041667,4.208333,4.625,4.458333,8.5,5.0,30.0,12
Cascade Stout,Stout - Foreign / Export,Cascade Brewery Company Ltd.,16,105,8,77,55,11,0,3,34,6,109,3.555556,3.388889,3.222222,3.416667,3.611111,5.8,30.0,70.0,18
Cascade The Vine,Wild Ale,Cascade Brewing / Raccoon Lodge & Brewpub,46,28,16,5,106,168,3,106,13,8,40,4.082474,3.989691,4.082474,4.175258,4.103093,10.1,5.0,30.0,97
Cascade Vlad The Imp Aler,Wild Ale,Cascade Brewing / Raccoon Lodge & Brewpub,46,63,61,11,78,173,1,83,14,31,60,4.149485,3.994845,4.06701,4.21134,4.123711,12.3,5.0,30.0,97
Casco Bay Riptide Red Ale,Red Ale - Irish,Casco Bay Brewing Co.,24,48,12,47,58,15,0,20,62,6,102,3.656566,3.848485,3.858586,3.90404,3.959596,5.4,20.0,30.0,99
Cassis,Lambic - Fruit,Brouwerij Lindemans,26,22,8,4,125,118,0,111,10,0,9,3.917508,4.060606,3.824916,3.922559,3.781145,3.5,15.0,21.0,297
Castelain Blond Biere De Garde,Farmhouse Ale - Bière de Garde,Brasserie Castelain,36,41,26,19,101,62,2,63,40,15,88,3.745536,3.959821,3.857143,3.839286,4.026786,6.4,20.0,30.0,112
Cazeau Tournay Noire,Stout - Foreign / Export,Brasserie De Cazeau,27,96,32,82,109,27,0,48,42,22,134,3.5,4.089744,3.653846,3.705128,3.75641,7.6,30.0,70.0,39
Celebration Fresh Hop IPA,IPA - American,Sierra Nevada Brewing Co.,19,38,15,66,28,24,0,25,92,5,47,4.082333,4.225167,4.076,4.19,4.168667,6.8,50.0,70.0,3000
Celebration Stout,Stout - Irish Dry,The Porterhouse Brewing Company,20,106,26,71,85,22,0,38,49,20,115,4.235294,4.029412,4.147059,4.352941,4.205882,6.5,30.0,40.0,17
Celestial Blonde Ale,Blonde Ale - Belgian,Old Forge Brewing Company,13,21,13,17,39,27,0,35,25,16,29,3.625,3.75,3.5,3.75,3.75,7.0,15.0,30.0,4
Cellar Door,Farmhouse Ale - Saison,Stillwater Artisanal Ales,38,37,4,31,47,76,0,80,115,20,42,4.141975,4.098765,3.981481,4.148148,4.104938,6.6,20.0,38.0,162
Celtic Ale,Red Ale - Irish,Long Ireland Beer Company,14,38,9,30,52,11,1,8,43,7,72,3.5,3.791667,3.791667,3.875,4.083333,5.0,20.0,30.0,12
Censored,Red Ale - American Amber / Red,Lagunitas Brewing Company,10,32,14,46,60,23,0,24,56,6,81,3.643362,3.813559,3.793785,3.831215,3.906073,6.75,25.0,45.0,708
Centennial IPA,IPA - American,Founders Brewing Company,12,28,14,64,30,37,0,47,85,4,44,4.087455,4.056272,4.018638,4.13405,4.146237,7.2,50.0,70.0,1395
Centurion's Ghost Ale,Strong Ale - English,York Brewery Company Limited,12,88,18,72,70,30,1,34,77,23,107,3.95,3.75,3.625,3.775,3.775,5.4,40.0,60.0,20
Ceres Royal Stout (Ceres Extra Strong Stout)Ceres Brewery (Royal Unibrew),Stout - Foreign / Export,Ceres Brewery (Royal Unibrew),18,77,28,56,67,13,0,16,27,4,100,3.66,3.66,3.66,3.68,3.74,7.7,30.0,70.0,25
Ceres Strong Ale ExportCeres Brewery (Royal Unibrew),Lager - European Strong,Ceres Brewery (Royal Unibrew),7,26,59,27,35,12,0,9,29,4,52,2.714286,3.178571,2.75,2.857143,2.821429,7.7,15.0,40.0,14
Cerise,Fruit and Field Beer,Founders Brewing Company,16,28,13,1,59,53,0,87,9,2,24,3.533742,3.710634,3.673824,3.752556,3.677914,6.5,5.0,45.0,489
Ch'ti Blonde,Farmhouse Ale - Bière de Garde,Brasserie Castelain,22,38,21,36,70,57,3,54,51,9,60,3.409091,3.666667,3.651515,3.515152,3.757576,6.4,20.0,30.0,33
Chainbreaker White IPA,IPA - Belgian,Deschutes Brewery,12,27,11,47,21,61,0,75,66,22,22,3.722222,3.5,3.666667,3.555556,3.666667,5.5,50.0,80.0,9
Chamberlain Pale Ale,Pale Ale - English,Shipyard Brewing Co.,19,29,7,46,41,19,2,17,74,7,90,3.385621,3.751634,3.542484,3.591503,3.696078,4.9,20.0,40.0,153
Chapeau Faro Lambic,Lambic - Faro,Brouwerij De Troch,24,35,13,7,178,132,0,76,9,2,40,3.375,3.548611,3.395833,3.416667,3.277778,4.75,0.0,10.0,72
Chapeau Gueuze Lambic,Lambic - Gueuze,Brouwerij De Troch,6,16,6,1,69,69,0,52,3,0,10,2.772727,3.090909,2.863636,2.590909,2.545455,5.5,0.0,10.0,11
Charbonniere,Smoked Beer,Brasserie Dieu Du Ciel,14,37,8,20,42,10,2,9,12,123,72,3.97619,3.821429,3.678571,3.857143,3.797619,5.4,20.0,30.0,42
Charkoota Rye,Smoked Beer,New Holland Brewing Company,29,64,29,38,98,32,1,32,21,139,145,3.727273,3.731818,3.672727,3.681818,3.540909,7.79,20.0,30.0,110
Chateau Jiahu,Herb and Spice Beer,Dogfish Head Brewery,16,24,33,12,145,68,0,96,23,8,64,3.836345,3.736948,3.796185,3.899598,3.710843,10.0,5.0,40.0,498
Cherokee Red Ale,Red Ale - Irish,Smoky Mountain Brewery & Restaurant,21,33,4,38,51,19,0,21,55,5,78,3.0,3.142857,2.946429,2.892857,3.017857,5.5,20.0,30.0,28
Cherry,Lambic - Fruit,Upland Brewing Company,53,29,6,3,56,173,0,119,7,8,36,3.877049,3.778689,3.819672,3.844262,3.827869,6.0,15.0,21.0,61
Cherry Adam From The Wood,Old Ale,Hair of the Dog Brewing Company / Brewery and Tasting Room,4,56,51,18,86,21,0,97,8,32,103,4.34596,3.729798,3.914141,4.391414,4.098485,13.5,30.0,65.0,198
Cherry Oud Bruin,Sour - Flanders Oud Bruin,Kuhnhenn Brewing Company,39,64,35,10,135,176,0,140,16,25,95,4.006098,3.762195,3.762195,3.957317,3.762195,10.5,20.0,25.0,82
Chester County Bitter,Bitter - English,Sly Fox Brewing Company,14,85,10,74,32,31,0,30,91,37,82,3.576923,3.923077,3.903846,3.730769,3.903846,4.5,20.0,35.0,26
Chez Monieux,Lambic - Fruit,Alpine Beer Company,35,50,6,0,43,134,0,85,7,7,11,3.969388,3.785714,3.877551,4.05102,4.071429,5.8,15.0,21.0,49
Chicken Killer Barley Wine,Barleywine - American,Santa Fe Brewing Company,13,41,40,61,85,38,0,47,61,4,104,3.566667,3.925926,3.7,3.607407,3.544444,10.0,60.0,100.0,135
Chicory Stout,Stout - American,Dogfish Head Brewery,13,73,14,84,50,10,0,11,37,21,104,3.828629,3.849597,3.582661,3.74879,3.751613,5.2,35.0,60.0,1240
Chief BlackHawk Porter,Porter - Robust,Tyranena Brewing Company,22,90,12,92,65,9,1,3,53,12,151,3.84589,3.986301,3.804795,3.883562,4.071918,5.75,25.0,40.0,146
Chili Beer,Chile Beer,Calapooia Brewing Company,2,9,12,5,0,1,1,1,5,27,8,4.166667,3.666667,4.0,4.333333,4.166667,4.8,0.0,0.0,3
Chili Pepper Ale,Chile Beer,Six Rivers Brewery,10,22,32,13,12,25,0,20,4,169,30,3.205882,3.529412,2.794118,2.882353,2.882353,6.0,0.0,0.0,17
Chili Tripel,Chile Beer,Midtfyns Bryghus,8,35,33,7,57,28,0,34,12,87,41,3.571429,3.857143,3.714286,3.5,3.357143,9.2,0.0,0.0,7
Ching Ching,Sour - Berliner Weisse,Bend Brewing Company,41,29,4,2,69,164,0,110,44,0,37,3.5,3.6,3.5,3.6,3.6,4.5,3.0,6.0,5
Chipotle Ale,Chile Beer,Rogue Ales,13,30,25,32,21,7,0,7,40,170,47,3.557549,3.732436,3.629297,3.629297,3.421525,5.4,0.0,0.0,669
Chocolate Ale,Strong Ale - American,Boulevard Brewing Co.,10,132,24,46,124,16,0,22,25,22,169,3.988281,3.917969,3.894531,4.011719,3.855469,8.7,40.0,100.0,128
Chocolate Oak Aged Yeti,Stout - American Imperial,Great Divide Brewing Company,15,138,25,66,98,5,0,11,39,48,137,4.073254,4.373083,4.111584,4.100511,3.920784,9.5,50.0,80.0,587
Chocolate Rain,Stout - American Imperial,The Bruery,6,82,51,27,69,7,0,14,5,25,88,4.481132,4.080189,4.113208,4.396226,4.235849,19.6,50.0,80.0,106
Chocolate Stout,Stout - American,Harpoon Brewery,14,158,8,49,126,1,0,3,21,6,154,3.874396,3.751208,3.34058,3.536232,3.497585,5.9,35.0,60.0,207
Chocolate Stout,Stout - American,Rogue Ales,6,130,8,81,109,6,0,9,53,11,143,4.306354,4.320166,4.100829,4.257735,4.122376,5.8,35.0,60.0,1810
Choklat (Blackwater Series),Stout - American Imperial,Southern Tier Brewing Company,3,153,18,39,110,4,0,10,20,17,158,4.467028,4.111853,4.177379,4.321786,4.060935,10.0,50.0,80.0,1198
Chomolungma,Brown Ale - English,Jackie O's Pub & Brewery,8,45,6,36,70,15,1,15,31,4,112,3.636364,3.818182,3.909091,3.818182,3.863636,6.5,15.0,25.0,11
Chouffe-Bok 6666,Bock - Traditional,Brasserie d'Achouffe,15,50,18,38,103,55,0,56,38,33,101,3.759259,3.962963,3.888889,4.018519,3.962963,6.66,20.0,30.0,27
Christmas Ale,Bitter - English Extra Special / Strong Bitter (ESB),Gritty McDuff's Brewing Company,9,69,22,52,61,24,0,27,67,21,112,3.645833,3.8875,3.779167,3.841667,3.875,6.2,20.0,40.0,120
Christmas Ale,Old Ale,Saint Arnold Brewing Company,6,35,22,31,56,12,1,13,41,33,91,3.637019,3.75,3.709135,3.769231,3.788462,7.7,30.0,65.0,208
Christmas Ale,Quadrupel (Quad),Brouwerij St. Bernardus NV,13,40,36,15,110,35,0,80,19,54,52,4.116408,4.225055,4.088692,4.206208,4.069845,10.0,25.0,50.0,451
Christmas Ale,Winter Warmer,Breckenridge Brewery,7,36,23,14,50,15,0,13,27,42,66,3.383686,3.670695,3.465257,3.468278,3.528701,7.1,35.0,50.0,331
Christmas Ale,Winter Warmer,Great Lakes Brewing Company,9,33,11,15,57,11,0,14,17,79,54,3.919075,3.934971,3.850434,3.937139,3.876445,7.5,35.0,50.0,692
Christmas Ale,Winter Warmer,Sly Fox Brewing Company,10,51,10,14,51,12,1,25,14,123,51,4.0,3.928571,3.821429,4.071429,4.142857,6.5,35.0,50.0,14
Christmas Bock,Bock - Traditional,Mahrs-Bräu,26,50,19,41,86,24,1,23,52,39,107,3.641935,3.693548,3.683871,3.667742,3.719355,6.0,20.0,30.0,155
Christoffel Bokbier,Bock - Traditional,Bierbrouwerij Sint Christoffel B.V,8,55,23,25,114,29,0,54,31,6,95,3.559524,3.404762,3.47619,3.52381,3.52381,7.8,20.0,30.0,42
Christoffel Nobel,Lager - European Strong,Bierbrouwerij Sint Christoffel B.V,31,43,46,87,46,45,0,45,125,7,40,3.822785,3.867089,3.702532,3.689873,3.683544,8.7,15.0,40.0,79
Chunga's Old Bruin,Sour - Flanders Oud Bruin,Jackie O's Pub & Brewery,54,71,29,6,101,166,0,89,20,15,86,4.1,3.825,3.9,4.15,4.075,8.5,20.0,25.0,20
Chupacabras Pale Ale,Pale Ale - English,Cucapá Brewing Company,11,46,8,61,63,52,0,56,90,8,100,3.454918,3.758197,3.586066,3.52459,3.536885,5.8,20.0,40.0,122
Cinco Estrellas,Lager - European Pale,Mahou S.A.,15,21,4,31,6,8,0,8,40,0,33,2.76087,3.043478,2.913043,2.782609,2.978261,5.5,18.0,25.0,23
Circus Boy The Hefeweizen!,Wheat Beer - American Pale,Magic Hat Brewing Company,16,24,8,28,22,73,3,77,46,34,72,3.325988,3.528116,3.465805,3.462006,3.607143,4.5,10.0,35.0,658
Citra Bitter Monk,IPA - Belgian,Anchorage Brewing Company,39,36,13,57,56,138,2,133,74,26,23,4.292035,4.309735,4.159292,4.323009,4.314159,9.0,50.0,80.0,113
Citra Blonde Summer Brew,Blonde Ale - American,Widmer Brothers Brewing Company,48,42,13,71,22,80,2,97,55,0,45,3.784615,3.376923,3.630769,3.669231,3.692308,4.3,15.0,25.0,65
Clara Grisette,Farmhouse Ale - Saison,Hill Farmstead Brewery,45,32,1,19,26,109,0,72,38,24,47,3.875,4.21875,3.96875,4.0,3.984375,4.0,20.0,38.0,32
Clausthaler Golden Amber,Low Alcohol Beer,Binding-Brauerei AG,22,38,29,40,65,16,0,13,70,4,81,3.178571,3.738095,3.261905,3.309524,3.392857,0.3,10.0,20.0,42
Claymore,Scotch Ale / Wee Heavy,Great Divide Brewing Company,7,64,28,49,88,17,0,27,47,45,125,3.813916,3.833333,3.894822,3.956311,3.902913,7.7,25.0,35.0,309
Clear Creek Ice,Lager - Malt Liquor,Minhas Craft Brewery,6,20,28,2,46,10,0,7,3,0,31,2.175,2.65,2.625,2.425,2.725,6.2,10.0,30.0,20
Clear Sakura Beer,Happoshu,Asahi Breweries Ltd,4,13,3,6,12,5,0,5,10,0,26,2.75,2.25,3.5,3.5,3.75,5.0,0.0,0.0,2
Clearwater Kölsch,Kölsch,Captain Lawrence Brewing Co.,32,34,5,45,37,40,4,41,64,9,54,3.841463,3.987805,4.134146,3.987805,4.341463,4.8,18.0,25.0,41
Clementine,Wheat Beer - Witbier,Clown Shoes,18,13,4,17,27,73,0,77,28,23,24,3.9,3.854839,3.864516,3.896774,3.964516,5.0,10.0,20.0,155
Cobblestone Stout,Stout - Irish Dry,Mill Street Brew Pub,15,85,6,43,40,7,0,5,21,20,78,3.851852,4.296296,3.962963,3.888889,3.981481,4.2,30.0,40.0,27
Cockeyed Cooper,Barleywine - American,Uinta Brewing Company,12,62,66,38,52,20,0,32,42,22,103,3.943333,4.086667,3.843333,3.88,3.813333,11.1,60.0,100.0,150
Coco Loco,Porter - American,NoDa Brewing Company,9,111,13,55,75,5,1,70,27,7,148,4.0,4.166667,4.166667,4.416667,4.166667,6.2,20.0,40.0,6
Cocoa Loco,Stout - American,Arcadia Brewing Company,5,154,27,71,111,23,0,33,26,14,169,3.625506,3.836032,3.524291,3.546559,3.491903,7.0,35.0,60.0,247
Coconut Hiwa Porter,Porter - American,Maui Brewing Co.,10,52,3,39,33,0,0,41,8,9,63,3.979323,3.968045,3.866541,4.050752,4.06203,6.0,20.0,40.0,266
Coffee Bender,Brown Ale - American,Surly Brewing Company,28,87,9,139,66,16,0,10,64,15,207,4.199362,4.094099,3.985646,4.181818,4.191388,5.5,25.0,45.0,627
Coffee Oatmeal Stout,Stout - Oatmeal,Good People Brewing Company,15,83,4,129,43,11,0,10,50,4,151,4.25641,4.166667,4.115385,4.294872,4.269231,6.0,20.0,40.0,39
Coffee Porter,Porter - American,Real Ale Brewing Company,12,70,20,124,56,5,1,9,33,16,175,3.87027,3.856757,3.778378,4.02973,4.054054,6.6,20.0,40.0,185
Coffee Porter,Porter - English,Meantime Brewing Company Limited,17,75,6,114,44,10,3,7,33,14,174,3.939944,3.839385,3.539106,3.772346,3.72067,6.0,20.0,30.0,358
Coffee Stout,Stout - American,New Glarus Brewing Company,15,83,11,95,47,14,0,10,23,7,139,3.828267,3.914894,3.68541,3.881459,3.949848,5.75,35.0,60.0,329
Coffeehouse Porter,Porter - American,Berkshire Brewing Company Inc.,14,88,15,119,48,3,1,3,26,6,166,4.041866,4.068182,3.904306,4.069378,4.072967,6.2,20.0,40.0,418
Cold Front,Brown Ale - Belgian Dark,Ithaca Beer Company,16,44,25,24,82,43,0,55,28,31,67,3.774194,3.915323,3.645161,3.673387,3.673387,7.2,15.0,25.0,124
Cold Hop British-Style Ale,IPA - English,Boulder Beer / Wilderness Pub,24,60,15,98,90,78,6,98,138,8,98,3.788961,3.801948,3.792208,3.850649,3.936688,6.8,35.0,60.0,308
Colette,Farmhouse Ale - Saison,Great Divide Brewing Company,18,34,15,15,32,62,0,51,29,44,32,3.78839,3.808989,3.782772,3.790262,3.868914,6.5,20.0,38.0,267
Collaboration Not Litigation Ale,Strong Ale - Belgian Dark,Avery Brewing Company,10,49,24,11,101,21,0,51,17,39,61,3.924765,3.960815,3.927116,3.951411,3.883229,8.72,25.0,50.0,638
Colonel Blides Cask Ale,Bitter - English,Cricket Hill Brewing Co.,14,56,5,61,43,38,3,41,78,8,82,3.545455,3.829545,3.761364,3.715909,3.829545,5.5,20.0,35.0,44
Colorado Native Amber Lager,Lager - American Amber / Red,AC Golden Brewing Company,35,40,17,71,65,31,1,25,88,8,135,3.5,3.75,3.631579,3.684211,3.828947,5.5,18.0,30.0,38
Colossus,Strong Ale - American,DuClaw Brewing Company,11,59,106,23,151,61,1,90,16,56,69,3.858974,3.846154,3.948718,4.038462,3.75641,20.0,40.0,100.0,39
Colt 45 Double Malt Liquor,Lager - Malt Liquor,Pabst Brewing Company,15,28,18,7,21,7,1,6,7,0,63,2.666667,2.944444,2.888889,2.861111,3.0,5.61,10.0,30.0,18
Colt 45 High Gravity Lager,Lager - Malt Liquor,Pabst Brewing Company,21,19,54,16,51,15,2,10,15,4,62,2.803571,3.232143,2.821429,2.821429,2.767857,8.5,10.0,30.0,28
Colt 45 Malt Liquor,Lager - Malt Liquor,Pabst Brewing Company,20,21,18,20,28,15,6,6,38,1,73,2.170732,2.577236,2.575203,2.45935,2.666667,5.61,10.0,30.0,246
Colón Rubia,Mild Ale - English Pale,Palos De Moguer - 82,4,7,4,22,17,9,0,6,28,0,32,3.333333,3.166667,3.333333,3.666667,3.666667,5.0,15.0,25.0,3
Commander,Barleywine - English,Lift Bridge Brewery,4,51,71,10,96,17,0,34,11,66,95,3.964286,3.821429,4.071429,4.035714,4.035714,12.5,40.0,60.0,14
Commercial Suicide,Mild Ale - English Dark,Jester King Craft Brewery,26,46,14,22,38,73,2,28,22,9,74,3.8125,3.5375,3.475,3.7375,3.9,2.9,20.0,30.0,40
Commodore Perry,IPA - English,Great Lakes Brewing Company,11,29,11,51,47,40,1,45,82,6,42,3.812861,3.939306,3.932081,3.975434,3.970376,7.7,35.0,60.0,692
Community Dark Mild Ale,Mild Ale - English Dark,New Albanian Brewing Company - Pizzeria and Public House,2,34,2,21,23,2,0,4,14,3,62,3.85,3.75,4.05,4.25,4.35,3.7,20.0,30.0,10
Confluence Ale,Strong Ale - Belgian Pale,Allagash Brewing Company,23,38,16,40,45,100,2,73,58,17,46,4.106557,4.114754,3.934426,3.994536,4.021858,7.5,20.0,40.0,183
Consecration,Wild Ale,Russian River Brewing Company,31,28,13,10,51,109,0,97,9,9,16,4.366114,4.091232,4.283768,4.473934,4.296801,10.0,5.0,30.0,844
Contemplation Ale,Farmhouse Ale - Bière de Garde,Brewery Vivant,25,31,15,27,121,56,0,58,73,34,100,4.0,3.75,4.0,4.0,4.0,6.5,20.0,30.0,2
Contorter,Porter - English,Ale Asylum,12,117,6,65,61,2,0,1,25,5,125,3.781818,3.763636,3.618182,3.8,3.827273,4.8,20.0,30.0,55
Convict Hill Oatmeal Stout,Stout - Oatmeal,Independence Brewing Co.,4,71,10,42,36,4,0,8,24,4,93,3.872449,3.964286,3.892857,3.918367,3.903061,8.0,20.0,40.0,98
Conway's Irish Ale,Red Ale - Irish,Great Lakes Brewing Company,7,32,5,27,58,8,1,18,44,4,89,3.699468,3.865691,3.884309,3.904255,4.038564,6.3,20.0,30.0,376
Coolship Cerise,Lambic - Fruit,Allagash Brewing Company,49,33,16,2,44,197,0,115,18,22,18,4.3125,3.9375,4.125,4.3125,4.25,8.1,15.0,21.0,8
Coolship Red,Lambic - Fruit,Allagash Brewing Company,40,18,7,2,74,113,1,83,10,3,10,4.339286,4.214286,4.25,4.375,4.428571,6.2,15.0,21.0,28
Coolship Resurgam,Lambic - Gueuze,Allagash Brewing Company,47,27,13,22,68,185,0,127,22,11,18,4.333333,4.333333,4.166667,4.333333,4.5,6.3,0.0,10.0,3
Copper,Altbier,The Olde Mecklenburg Brewery,25,35,4,38,39,13,1,8,60,16,97,3.847826,4.043478,4.119565,3.98913,4.184783,4.8,25.0,50.0,46
Copper Legend Octoberfest,Lager - Märzen / Oktoberfest,Jack's Abby Brewing,19,33,6,30,56,14,1,13,49,9,86,3.166667,3.333333,3.166667,3.166667,3.166667,5.7,18.0,25.0,3
Copperhead Ale,Altbier,Fordham Brewing Company,9,32,9,29,54,13,1,11,32,2,112,3.202381,3.541667,3.267857,3.303571,3.482143,5.2,25.0,50.0,84
Cornstalker Dark Wheat,Wheat Beer - American Dark,Thunderhead Brewing Company,18,60,6,32,33,6,0,8,7,7,118,3.625,3.916667,3.708333,3.833333,3.916667,5.2,10.0,35.0,12
Corona Extra,Lager - Adjunct,Grupo Modelo S.A. de C.V.,10,15,5,13,10,22,3,19,17,4,22,1.950274,2.291058,2.300639,2.1875,2.60812,4.6,8.0,18.0,1096
Corona Light,Lager - Light,Grupo Modelo S.A. de C.V.,13,18,6,11,5,17,3,15,32,5,36,1.640351,1.915205,1.815789,1.660819,1.957602,4.1,8.0,12.0,342
Corsendonk Christmas Ale,Strong Ale - Belgian Dark,Brouwerij Corsendonk,8,47,16,22,89,25,0,66,26,40,75,4.061077,4.1853,4.068323,4.173913,4.095238,8.1,25.0,50.0,483
Corsendonk Pater / Abbey Brown Ale,Dubbel,Brouwerij Corsendonk,23,40,15,31,107,43,0,67,22,20,102,3.943431,4.116788,3.913321,4.035584,3.985401,7.5,15.0,30.0,548
Cosmic Cream Ale,Cream Ale,Cameron's Brewing Co.,11,63,10,28,58,29,2,27,37,14,74,3.013158,3.171053,3.223684,3.144737,3.276316,5.0,10.0,22.0,38
Country Club Malt Liquor,Lager - Malt Liquor,Pabst Brewing Company,18,41,35,18,48,17,0,13,20,1,84,2.337838,2.864865,2.581081,2.621622,2.824324,5.86,10.0,30.0,37
Country Pale Ale,Pale Ale - English,Wachusett Brewing Company,15,49,4,54,57,41,1,47,77,1,80,3.329545,3.710227,3.465909,3.494318,3.653409,5.1,20.0,40.0,88
Craft Lager,Lager - American,Upslope Brewing Company,28,24,1,22,31,11,6,11,30,1,47,3.0,3.714286,3.5,3.357143,3.357143,4.8,30.0,45.0,7
Crazy Jackass Ale,Rye Beer - Roggenbier,Sweetwater Tavern & Brewery,2,5,1,6,4,3,0,5,8,4,26,3.916667,3.916667,3.75,4.0,3.916667,6.0,10.0,20.0,6
Crazy Stallion,Lager - Malt Liquor,"City Brewing Company, LLC",11,25,19,11,44,12,0,15,17,2,37,2.46875,2.984375,2.75,2.6875,2.671875,5.9,10.0,30.0,32
Cream Ale,Cream Ale,Empire Brewing Company,17,86,4,30,27,12,3,12,32,2,58,3.4,3.95,3.65,3.6,3.8,5.8,10.0,22.0,10
Cream Ale,Cream Ale,Muskoka Brewery,26,75,6,51,38,31,1,34,70,4,72,3.5,3.75,3.75,3.5,3.75,5.0,10.0,22.0,2
Cream Stout,Stout - Sweet / Milk,St. Peter's Brewery Co Ltd,5,135,9,71,101,8,0,17,44,12,119,3.848325,3.891534,3.84127,3.928571,3.882716,6.5,15.0,25.0,567
Creamy Dark,Lager - European Dark,Jacob Leinenkugel Brewing Company,11,68,5,40,31,12,0,7,41,14,103,3.259076,3.653465,3.292079,3.372937,3.537954,4.9,15.0,40.0,303
Creemore Springs Kellerbier,Lager - Kellerbier / Zwickelbier,Creemore Springs Brewery Limited,24,42,9,49,45,48,0,44,78,15,62,3.822368,3.927632,3.861842,3.914474,4.078947,5.0,20.0,40.0,76
Creemore Springs Premium Lager,Lager - American Amber / Red,Creemore Springs Brewery Limited,26,33,4,38,38,15,1,10,52,5,63,3.560694,3.83237,3.815029,3.921965,3.956647,5.0,18.0,30.0,173
Creemore Springs Traditional Pilsner,Pilsner - Bohemian / Czech,Creemore Springs Brewery Limited,32,39,4,65,32,19,5,16,99,5,71,3.320896,3.619403,3.522388,3.529851,3.686567,5.3,30.0,45.0,67
Creemore Springs UrBock,Bock - Traditional,Creemore Springs Brewery Limited,9,54,11,34,85,18,0,29,45,9,115,3.442308,3.647436,3.576923,3.602564,3.660256,6.0,20.0,30.0,78
Crest Super Premium Lager,Lager - European Strong,Crest Brewing Company,10,9,58,27,44,13,0,15,22,0,39,2.022727,2.818182,2.045455,1.909091,1.977273,10.0,15.0,40.0,22
Criminally Bad Elf Barleywine-Style Ale,Barleywine - English,Ridgeway Brewing,13,63,52,34,125,44,0,82,52,14,92,3.457143,3.62,3.465714,3.445714,3.388571,10.5,40.0,60.0,175
Crooked Coast Altbier,Altbier,Driftwood Brewery,20,36,7,76,47,39,2,40,100,8,76,3.972222,4.194444,3.833333,4.055556,4.083333,5.1,25.0,50.0,18
Crooked Tree IPA,IPA - American,Dark Horse Brewing Company,19,39,8,77,48,62,0,80,116,2,74,3.930727,3.823045,3.851166,3.937586,3.975309,6.5,50.0,70.0,729
Cruzcampo Gran Reserva,Lager - European Strong,Grupo Cruzcampo SA,1,12,16,11,8,1,0,1,14,0,18,2.5,3.5,3.0,2.5,2.5,6.4,15.0,40.0,1
Crème Brûlée Java Stout,Stout - American,Kuhnhenn Brewing Company,5,99,13,105,78,9,2,2,22,35,134,4.3,3.96,3.705,3.885,3.735,5.8,35.0,60.0,100
Cubano-Style Espresso Brown Ale,Brown Ale - English,Cigar City Brewing,18,87,6,76,71,8,0,2,21,19,186,4.162234,3.906915,3.827128,4.071809,4.071809,5.5,15.0,25.0,188
Cucumber Saison,Fruit and Field Beer,Cigar City Brewing,43,14,8,17,21,41,3,36,21,11,13,4.5,3.75,4.0,4.125,4.125,5.0,5.0,45.0,4
Curmudgeon,Old Ale,Founders Brewing Company,12,39,40,50,68,21,0,34,30,15,97,4.245614,3.947368,4.114035,4.307018,4.052632,9.8,30.0,65.0,57
Curve Ball Blonde Ale,Kölsch,"Pyramid Breweries, Inc.",19,27,3,32,33,25,3,33,50,2,72,3.1425,3.215,3.255,3.235,3.53,5.0,18.0,25.0,200
Cutthroat,Porter - American,Odell Brewing Company,5,75,3,60,52,3,0,3,36,14,112,3.7,3.85,3.816667,3.833333,3.883333,5.0,20.0,40.0,30
Cuvee De Tomme,Wild Ale,The Lost Abbey,24,36,32,6,75,104,0,83,4,11,41,4.312112,3.790373,3.954969,4.361801,4.131988,11.0,5.0,30.0,322
Cuvee Freddy,Sour - Flanders Oud Bruin,Picobrouwerij Alvinne / Den Bierzolder,25,32,6,9,45,95,1,62,10,5,25,4.208333,3.875,3.770833,3.958333,4.020833,8.0,20.0,25.0,24
Cuvée Des Jacobins Rouge,Sour - Flanders Red Ale,Brouwerij Bockor N.V.,41,48,14,5,78,163,0,89,4,14,24,4.122222,4.074074,4.12963,4.325926,4.196296,5.5,10.0,25.0,135
Cuvée Des Trolls,Pale Ale - Belgian,Brasserie Dubuisson Frères sprl,29,26,18,35,67,73,0,84,55,29,47,3.518072,3.481928,3.463855,3.46988,3.584337,7.0,20.0,30.0,83
Cypress Honey Lager,Lager - American Amber / Red,Granville Island Brewery,11,34,2,19,113,8,0,8,26,2,132,3.0,3.25,3.339286,3.125,3.446429,4.7,18.0,30.0,28
Czech Pilsner,Pilsner - Bohemian / Czech,Moat Mountain Smoke House & Brewing Co.,42,44,2,70,26,22,7,16,94,16,78,3.6875,4.0,3.875,3.75,4.125,4.9,30.0,45.0,8
Czech Style Pilsner,Pilsner - Bohemian / Czech,Gordon Biersch Brewery Restaurant,38,30,3,77,33,16,2,11,104,11,68,3.365,3.685,3.54,3.47,3.645,5.6,30.0,45.0,100
D'Artagnan Dark British Ale,Mild Ale - English Dark,Market Street Brewing Co. and Restaurant,5,38,4,17,23,2,0,2,12,1,54,3.5,3.888889,3.444444,3.722222,3.777778,6.5,20.0,30.0,9
